channel,model_name,gateway_model_id,operation,endpoint_type,profile_key,profile_version,contract_version,contract_hash,audit_status,input_fields,material_slots,request_adapter,dispatch_path,poll_path,pricing_basis,source_urls,difference_summary
"re","re/flux-2","flux-2","image.generate","re-task","","0","0","","documented","aspect_ratio,nsfw_checker,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/flux-2",""
"re","re/flux-2-flex","flux-2-flex","image.generate","re-task","","0","0","","documented","aspect_ratio,nsfw_checker,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/flux-2",""
"re","re/gemini-2.5-flash-image-preview","gemini-2.5-flash-image-preview","image.generate","re-task","","0","0","","documented","n,official_fallback,prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-2-5-flash-image-preview",""
"re","re/gemini-2.5-flash-image-preview-official","gemini-2.5-flash-image-preview-official","image.generate","re-task","","0","0","","documented","n,prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-2-5-flash-image-preview",""
"re","re/gemini-3-pro-image-preview","gemini-3-pro-image-preview","image.generate","re-task","","0","0","","documented","n,official_fallback,prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-3-pro-image-preview",""
"re","re/gemini-3-pro-image-preview-official","gemini-3-pro-image-preview-official","image.generate","re-task","","0","0","","documented","n,prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-3-pro-image-preview",""
"re","re/gemini-3.1-flash-image-preview","gemini-3.1-flash-image-preview","image.generate","re-task","","0","0","","documented","google_image_search,google_search,n,official_fallback,prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-3-1-flash-image-preview",""
"re","re/gemini-3.1-flash-image-preview-official","gemini-3.1-flash-image-preview-official","image.generate","re-task","","0","0","","documented","google_image_search,google_search,n,prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-3-1-flash-image-preview",""
"re","re/gemini-omni","gemini-omni","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,prompt,resolution,size","image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-omni",""
"re","re/gemini-omni-beta","gemini-omni-beta","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,prompt,resolution","image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gemini-omni",""
"re","re/gpt-image-2","gpt-image-2","image.generate","re-task","","0","0","","documented","n,prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gpt-image-2",""
"re","re/gpt-image-2-beta","gpt-image-2-beta","image.generate","re-task","","0","0","","documented","prompt,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gpt-image-2",""
"re","re/gpt-image-2-official","gpt-image-2-official","image.generate","re-task","","0","0","","documented","background,moderation,n,prompt,quality,resolution,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/gpt-image-2",""
"re","re/grok-imagine-1.0-video","grok-imagine-1.0-video","video.generate","re-task","","0","0","","documented","duration,prompt,quality,size","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/grok-imagine-1-0-video",""
"re","re/grok-imagine-video-1.5-beta","grok-imagine-video-1.5-beta","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,nsfw_checker,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/grok-imagine-video-1-5",""
"re","re/grok-imagine-video-1.5-official","grok-imagine-video-1.5-official","video.generate","re-task","","0","0","","documented","aspect_ratio,audio,duration,fallback,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/grok-imagine-video-1-5",""
"re","re/happyhorse-1-1","happyhorse-1-1","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/happyhorse-1-1",""
"re","re/happyhorse-1.0","happyhorse-1.0","video.generate","re-task","","0","0","","documented","audio_setting,duration,prompt,resolution,seed,size,watermark","image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/happyhorse-1-0",""
"re","re/happyhorse-1.0-official","happyhorse-1.0-official","video.generate","re-task","","0","0","","documented","audio_setting,duration,prompt,resolution,seed,size,watermark","image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/happyhorse-1-0",""
"re","re/humanize","humanize","text.generate","re-task","","0","0","","documented","content,model_version,purpose,readability,strength","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/humanize",""
"re","re/imagen-4-0","imagen-4-0","image.generate","re-task","","0","0","","documented","n,prompt,size","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/imagen-4-0",""
"re","re/kling-3-0","kling-3-0","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,kling_elements,mode,multi_prompt,multi_shots,prompt,sound","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/kling-3-0",""
"re","re/kling-3-0-turbo","kling-3-0-turbo","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,prompt,resolution,watermark","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/kling-3-0-turbo",""
"re","re/kling-3-0-turbo-beta","kling-3-0-turbo-beta","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/kling-3-0-turbo",""
"re","re/kling-v2-6-motion-control","kling-v2-6-motion-control","video.generate","re-task","","0","0","","documented","character_orientation,keep_original_sound,mode,prompt,watermark_info","image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/kling-motion-control",""
"re","re/kling-v3-motion-control","kling-v3-motion-control","video.generate","re-task","","0","0","","documented","character_orientation,keep_original_sound,mode,prompt,watermark_info","image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/kling-motion-control",""
"re","re/midjourney","midjourney","image.generate","re-task","","0","0","","documented","action,chaos,custom_id,cw,dimensions,direction,draft,dw,extra,hd,index,iw,metadata,negative_prompt,niji,prompt,quality,raw,repeat,seed,size,speed,stop,style,stylize,sw,task_id,tile,version,weird,zoom_ratio","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v8",""
"re","re/midjourney-video","midjourney-video","video.generate","re-task","","0","0","","documented","action,animate_mode,batch_size,index,metadata,motion,prompt,task_id,video_type","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v8",""
"re","re/mj-v7","mj-v7","image.generate","re-task","","0","0","","documented","model_params,prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-edit","mj-v7-edit","image.generate","re-task","","0","0","","documented","model_params,prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-enhance","mj-v7-enhance","image.generate","re-task","","0","0","","documented","model_params","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-inpaint","mj-v7-inpaint","image.generate","re-task","","0","0","","documented","model_params,prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-outpaint","mj-v7-outpaint","image.generate","re-task","","0","0","","documented","model_params,prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-pan","mj-v7-pan","image.generate","re-task","","0","0","","documented","model_params,prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-remix","mj-v7-remix","image.generate","re-task","","0","0","","documented","model_params,prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-remove-bg","mj-v7-remove-bg","image.generate","re-task","","0","0","","documented","","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-retexture","mj-v7-retexture","image.generate","re-task","","0","0","","documented","model_params,prompt","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-upload-paint","mj-v7-upload-paint","image.generate","re-task","","0","0","","documented","model_params,prompt","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-upscale","mj-v7-upscale","image.generate","re-task","","0","0","","documented","model_params","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mj-v7-variation","mj-v7-variation","image.generate","re-task","","0","0","","documented","model_params,prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/midjourney-v7",""
"re","re/mureka-v9-song","mureka-v9-song","audio.generate","re-task","","0","0","","documented","lyrics,melody_id,number_of_songs,output_format,prompt,reference_id,vocal_id","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/mureka-v9-song",""
"re","re/music-video-1-0","music-video-1-0","video.generate","re-task","","0","0","","documented","add_subtitle,aspect_ratio,name,prompt,resolution,subtitle_color","audio,image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/music-video-1-0",""
"re","re/nano-banana-2-lite","nano-banana-2-lite","image.generate","re-task","","0","0","","documented","aspect_ratio,prompt","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/nano-banana-2-lite",""
"re","re/pixverse-v6","pixverse-v6","video.generate","re-task","","0","0","","documented","audio,duration,extend_from_task_id,generate_multi_clip_switch,motion_mode,negative_prompt,prompt,resolution,seed,size,watermark","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/pixverse-v6",""
"re","re/qwen-image-2","qwen-image-2","image.generate","re-task","","0","0","","documented","image_size,nsfw_checker,output_format,prompt,seed","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/qwen-image-2",""
"re","re/seedance-2.0-beta","seedance-2.0-beta","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,generate_audio,nsfw_checker,prompt,resolution,return_last_frame,web_search","audio,image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/seedance-2-0",""
"re","re/seedance-2.0-fast-beta","seedance-2.0-fast-beta","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,generate_audio,nsfw_checker,prompt,resolution,return_last_frame,web_search","audio,image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/seedance-2-0",""
"re","re/seedance-2.0-mini","seedance-2.0-mini","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,generate_audio,nsfw_checker,prompt,resolution,return_last_frame,web_search","audio,image,video","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/seedance-2-0-mini",""
"re","re/suno-add-instrumental","suno-add-instrumental","audio.generate","re-task","","0","0","","documented","audioWeight,negativeTags,styleWeight,tags,title,version,vocalGender,weirdnessConstraint","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-add-vocals","suno-add-vocals","audio.generate","re-task","","0","0","","documented","audioWeight,negativeTags,prompt,style,styleWeight,title,version,vocalGender,weirdnessConstraint","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-cover-image","suno-cover-image","audio.generate","re-task","","0","0","","documented","taskId","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-extend","suno-extend","audio.generate","re-task","","0","0","","documented","audioId,audioWeight,continueAt,defaultParamFlag,negativeTags,personaId,personaModel,prompt,style,styleWeight,title,version,vocalGender,weirdnessConstraint","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-lyrics","suno-lyrics","audio.generate","re-task","","0","0","","documented","prompt","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-mashup","suno-mashup","audio.generate","re-task","","0","0","","documented","audioWeight,customMode,instrumental,prompt,style,styleWeight,title,version,vocalGender,weirdnessConstraint","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-midi","suno-midi","audio.generate","re-task","","0","0","","documented","audioId,taskId","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-music","suno-music","audio.generate","re-task","","0","0","","documented","audioWeight,customMode,instrumental,negativeTags,personaId,personaModel,prompt,style,styleWeight,title,version,vocalGender,weirdnessConstraint","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-music-video","suno-music-video","audio.generate","re-task","","0","0","","documented","audioId,author,domainName,taskId","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-replace-section","suno-replace-section","audio.generate","re-task","","0","0","","documented","audioId,fullLyrics,infillEndS,infillStartS,negativeTags,prompt,tags,taskId,title,version","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-sounds","suno-sounds","audio.generate","re-task","","0","0","","documented","grabLyrics,prompt,soundKey,soundLoop,soundTempo,version","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-upload-cover","suno-upload-cover","audio.generate","re-task","","0","0","","documented","audioWeight,customMode,instrumental,negativeTags,personaId,personaModel,prompt,style,styleWeight,title,version,vocalGender,weirdnessConstraint","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-upload-extend","suno-upload-extend","audio.generate","re-task","","0","0","","documented","audioWeight,continueAt,defaultParamFlag,instrumental,negativeTags,personaId,personaModel,prompt,style,styleWeight,title,version,vocalGender,weirdnessConstraint","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-vocal-separation","suno-vocal-separation","audio.generate","re-task","","0","0","","documented","audioId,stemName,taskId,type","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-voice-generate","suno-voice-generate","audio.generate","re-task","","0","0","","documented","description,singerSkillLevel,style,taskId,voiceName","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-voice-regenerate","suno-voice-regenerate","audio.generate","re-task","","0","0","","documented","taskId","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-voice-validate","suno-voice-validate","audio.generate","re-task","","0","0","","documented","language,vocalEndS,vocalStartS","audio","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/suno-wav","suno-wav","audio.generate","re-task","","0","0","","documented","audioId,taskId","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/suno",""
"re","re/veo3.1-fast","veo3.1-fast","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,enable_gif,generation_type,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/veo3-1",""
"re","re/veo3.1-fast-official","veo3.1-fast-official","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,enhance_prompt,generate_audio,negative_prompt,person_generation,prompt,resize_mode,resolution,sample_count,seed","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/veo3-1",""
"re","re/veo3.1-lite","veo3.1-lite","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,enable_gif,prompt,resolution","","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/veo3-1",""
"re","re/veo3.1-quality","veo3.1-quality","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,enable_gif,generation_type,prompt,resolution","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/veo3-1",""
"re","re/veo3.1-quality-official","veo3.1-quality-official","video.generate","re-task","","0","0","","documented","aspect_ratio,duration,enhance_prompt,generate_audio,negative_prompt,person_generation,prompt,resize_mode,resolution,sample_count,seed","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/veo3-1",""
"re","re/viduq3-pro","viduq3-pro","video.generate","re-task","","0","0","","documented","aspect_ratio,audio,duration,prompt,resolution,seed","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/viduq3",""
"re","re/viduq3-turbo","viduq3-turbo","video.generate","re-task","","0","0","","documented","aspect_ratio,audio,duration,prompt,resolution,seed","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/viduq3",""
"re","re/wan2.7-image","wan2.7-image","image.generate","re-task","","0","0","","documented","bbox_list,color_palette,enable_sequential,n,negative_prompt,prompt,resolution,seed,size,thinking_mode,watermark","image","re-task","/v1/re/generations","/v1/re/tasks/{task_id}","snapshot_sku_max","https://reapi.ai/_next/static/chunks/b94c281bb89d522e.js | https://reapi.ai/models/wan-2-7-image",""
