channel,model_name,gateway_model_id,operation,endpoint_type,profile_key,profile_version,contract_version,contract_hash,audit_status,input_fields,material_slots,request_adapter,dispatch_path,poll_path,pricing_basis,source_urls,difference_summary
"deepwl","deepwl/doubao-seedream-5-0-260128","doubao-seedream-5-0-260128","image.generate","image-generation","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/doubao-seedream-5-0-pro-260628","doubao-seedream-5-0-pro-260628","image.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-2.5-flash","gemini-2.5-flash","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-2.5-flash-image","gemini-2.5-flash-image","image.generate","image-generation","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-2.5-flash-image-preview","gemini-2.5-flash-image-preview","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-2.5-flash-lite","gemini-2.5-flash-lite","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-2.5-pro","gemini-2.5-pro","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-flash-preview","gemini-3-flash-preview","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-pro-image","gemini-3-pro-image","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-pro-image-preview","gemini-3-pro-image-preview","image.generate","image-generation","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-pro-image-preview-1K","gemini-3-pro-image-preview-1K","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-pro-image-preview-2K","gemini-3-pro-image-preview-2K","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-pro-image-preview-4K","gemini-3-pro-image-preview-4K","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-pro-image-preview-c","gemini-3-pro-image-preview-c","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3-pro-preview","gemini-3-pro-preview","text.chat","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.1-flash-image","gemini-3.1-flash-image","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.1-flash-image-preview","gemini-3.1-flash-image-preview","image.generate","image-generation","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.1-flash-image-preview-c","gemini-3.1-flash-image-preview-c","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.1-flash-lite","gemini-3.1-flash-lite","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.1-flash-lite-image","gemini-3.1-flash-lite-image","image.generate","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.1-flash-lite-preview","gemini-3.1-flash-lite-preview","text.chat","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.1-pro-preview","gemini-3.1-pro-preview","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.5-flash","gemini-3.5-flash","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.5-flash-lite","gemini-3.5-flash-lite","text.chat","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gemini-3.6-flash","gemini-3.6-flash","text.chat","gemini|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/glm-5","glm-5","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/glm-5.1","glm-5.1","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/glm-5.2","glm-5.2","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-3.5-turbo","gpt-3.5-turbo","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-4.1","gpt-4.1","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-4.1-mini","gpt-4.1-mini","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-4o","gpt-4o","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-4o-mini","gpt-4o-mini","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
